order_id,order_date,ship_date,year,quarter,month,weekday,region,country,sales_channel,customer_segment,sales_rep,product_category,product_name,order_status,payment_method,quantity,unit_price,gross_sales,discount_pct,discount_amount,tax_rate,tax_amount,shipping_fee,total_sales
ORD-202404-00078,2024-04-08,2024-04-12,2024,Q2,Apr,Monday,Central,South Africa,Wholesale,Government,L. Nami,Office Supplies,Stapler,Completed,Bank Transfer,17,45.98,781.66,0.05,39.08,0.07,51.98,34.07,828.63
ORD-202404-00122,2024-04-10,2024-04-15,2024,Q2,Apr,Wednesday,East,Philippines,Distributor,Consumer,T. Vele,Office Supplies,Envelope,Completed,Bank Transfer,20,51.18,1023.60,0.15,153.54,0.07,60.90,30.06,961.02
ORD-202404-00104,2024-04-11,2024-04-14,2024,Q2,Apr,Thursday,South,Australia,Retail,Consumer,P. Kuri,Accessories,Webcam,Returned,Mobile Pay,6,192.73,1156.38,0.00,0.00,0.12,138.77,40.12,1335.27
ORD-202404-00001,2024-04-12,2024-04-18,2024,Q2,Apr,Friday,North,USA,Retail,Consumer,M. Kila,Office Supplies,Notebook,Pending,Credit Card,15,11.05,165.75,0.10,16.57,0.12,17.90,8.04,175.12
ORD-202404-00260,2024-04-13,2024-04-23,2024,Q2,Apr,Saturday,West,UK,Distributor,Government,T. Vele,Accessories,Webcam,Completed,Credit Card,28,140.88,3944.64,0.10,394.46,0.10,355.02,46.65,3951.85
ORD-202404-00422,2024-04-13,2024-04-19,2024,Q2,Apr,Saturday,North,Canada,Online,Corporate,M. Kila,Electronics,Printer,Cancelled,Mobile Pay,8,1023.83,8190.64,0.02,163.81,0.10,802.68,13.81,8843.32
ORD-202404-00261,2024-04-14,2024-04-17,2024,Q2,Apr,Sunday,South,New Zealand,Wholesale,Corporate,J. Aita,Electronics,Monitor,Completed,Cash,28,1783.98,49951.44,0.00,0.00,0.07,3496.60,60.93,53508.97
ORD-202404-00364,2024-04-14,2024-04-20,2024,Q2,Apr,Sunday,North,Canada,Online,Government,S. Raka,Electronics,Laptop,Completed,Credit Card,19,511.78,9723.82,0.05,486.19,0.07,646.63,29.50,9913.76
ORD-202404-00108,2024-04-15,2024-04-20,2024,Q2,Apr,Monday,Central,India,Online,Corporate,L. Nami,Office Supplies,Stapler,Completed,Cash,18,49.74,895.32,0.08,71.63,0.07,57.66,60.31,941.66
ORD-202404-00479,2024-04-15,2024-04-17,2024,Q2,Apr,Monday,South,New Zealand,Distributor,Government,P. Kuri,Software,Support Plan,Completed,Mobile Pay,1,652.91,652.91,0.12,78.35,0.05,28.73,60.14,663.43
ORD-202404-00111,2024-04-17,2024-04-24,2024,Q2,Apr,Wednesday,West,France,Retail,Government,T. Vele,Home,Chair,Completed,Cash,23,113.16,2602.68,0.05,130.13,0.07,173.08,42.03,2687.66
ORD-202404-00360,2024-04-17,2024-05-01,2024,Q2,Apr,Wednesday,South,New Zealand,Retail,Corporate,M. Kila,Accessories,Headphones,Returned,Bank Transfer,13,189.00,2457.00,0.08,196.56,0.12,271.25,18.94,2550.63
ORD-202404-00209,2024-04-18,2024-04-28,2024,Q2,Apr,Thursday,East,Philippines,Retail,Consumer,P. Kuri,Office Supplies,Stapler,Completed,Bank Transfer,1,31.39,31.39,0.00,0.00,0.10,3.14,13.56,48.09
ORD-202404-00733,2024-04-18,2024-04-25,2024,Q2,Apr,Thursday,West,France,Retail,Government,J. Aita,Home,Cabinet,Completed,Cash,10,228.26,2282.60,0.00,0.00,0.10,228.26,29.03,2539.89
ORD-202404-00734,2024-04-20,2024-04-22,2024,Q2,Apr,Saturday,West,France,Distributor,Government,M. Kila,Accessories,Headphones,Completed,Mobile Pay,7,153.99,1077.93,0.12,129.35,0.10,94.86,49.88,1093.32
ORD-202404-00401,2024-04-21,2024-04-27,2024,Q2,Apr,Sunday,Central,South Africa,Online,Small Business,P. Kuri,Accessories,Headphones,Completed,Cash,4,41.41,165.64,0.12,19.88,0.12,17.49,54.82,218.07
ORD-202404-00406,2024-04-21,2024-05-05,2024,Q2,Apr,Sunday,West,UK,Wholesale,Corporate,M. Kila,Software,Support Plan,Completed,Cash,6,345.21,2071.26,0.02,41.43,0.12,243.58,37.74,2311.15
ORD-202404-00629,2024-04-22,2024-04-26,2024,Q2,Apr,Monday,South,Australia,Online,Small Business,L. Nami,Home,Chair,Returned,Mobile Pay,23,214.48,4933.04,0.12,591.96,0.07,303.88,29.23,4674.19
ORD-202404-00337,2024-04-23,2024-04-25,2024,Q2,Apr,Tuesday,West,France,Retail,Consumer,J. Aita,Software,Add-on,Pending,Mobile Pay,20,613.71,12274.20,0.08,981.94,0.10,1129.23,59.82,12481.31
ORD-202404-00407,2024-04-23,2024-04-26,2024,Q2,Apr,Tuesday,Central,India,Online,Corporate,T. Vele,Home,Cabinet,Cancelled,Credit Card,3,146.87,440.61,0.08,35.25,0.05,20.27,16.19,441.82
ORD-202404-00107,2024-04-26,2024-05-03,2024,Q2,Apr,Friday,South,Australia,Wholesale,Consumer,P. Kuri,Software,Add-on,Cancelled,Mobile Pay,25,616.69,15417.25,0.12,1850.07,0.05,678.36,41.11,14286.65
ORD-202404-00304,2024-04-26,2024-04-30,2024,Q2,Apr,Friday,South,Australia,Distributor,Corporate,D. Siroi,Office Supplies,Envelope,Returned,Mobile Pay,20,9.37,187.40,0.12,22.49,0.05,8.25,23.07,196.23
ORD-202404-00370,2024-04-26,2024-04-29,2024,Q2,Apr,Friday,Central,South Africa,Wholesale,Consumer,P. Kuri,Office Supplies,Stapler,Pending,Credit Card,2,28.49,56.98,0.02,1.14,0.07,3.91,62.80,122.55
ORD-202404-00398,2024-04-26,2024-04-27,2024,Q2,Apr,Friday,South,Australia,Distributor,Government,T. Vele,Home,Desk,Cancelled,Cash,30,363.46,10903.80,0.10,1090.38,0.07,686.94,19.86,10520.22
ORD-202404-00677,2024-04-26,2024-05-06,2024,Q2,Apr,Friday,West,France,Retail,Government,A. Taka,Accessories,Webcam,Completed,Mobile Pay,15,128.53,1927.95,0.02,38.56,0.12,226.73,20.50,2136.62
ORD-202404-00138,2024-04-27,2024-05-02,2024,Q2,Apr,Saturday,West,Germany,Retail,Consumer,M. Kila,Office Supplies,Pen,Cancelled,Mobile Pay,17,12.34,209.78,0.08,16.78,0.10,19.30,17.42,229.72
ORD-202404-00190,2024-04-28,2024-05-04,2024,Q2,Apr,Sunday,North,USA,Wholesale,Government,S. Raka,Office Supplies,Pen,Returned,Mobile Pay,15,51.71,775.65,0.15,116.35,0.07,46.15,50.12,755.57
ORD-202404-00763,2024-04-29,2024-05-02,2024,Q2,Apr,Monday,Central,South Africa,Retail,Government,P. Kuri,Electronics,Phone,Completed,Bank Transfer,2,1365.20,2730.40,0.08,218.43,0.05,125.60,46.07,2683.64
ORD-202404-00278,2024-04-30,2024-05-03,2024,Q2,Apr,Tuesday,Central,India,Online,Consumer,S. Raka,Office Supplies,Paper,Cancelled,Bank Transfer,22,2.56,56.32,0.12,6.76,0.05,2.48,63.51,115.55
ORD-202405-00171,2024-05-01,2024-05-03,2024,Q2,May,Wednesday,West,UK,Distributor,Small Business,D. Siroi,Office Supplies,Envelope,Pending,Mobile Pay,10,27.76,277.60,0.10,27.76,0.05,12.49,63.87,326.20
ORD-202405-00492,2024-05-01,2024-05-03,2024,Q2,May,Wednesday,East,Japan,Wholesale,Consumer,J. Aita,Accessories,Mouse,Cancelled,Cash,26,28.34,736.84,0.05,36.84,0.12,84.00,42.42,826.42
ORD-202405-00724,2024-05-01,2024-05-15,2024,Q2,May,Wednesday,North,USA,Distributor,Consumer,T. Vele,Home,Desk,Returned,Cash,26,135.42,3520.92,0.02,70.42,0.05,172.53,31.77,3654.80
ORD-202405-00012,2024-05-02,2024-05-05,2024,Q2,May,Thursday,South,Australia,Online,Consumer,S. Raka,Accessories,Webcam,Returned,Cash,6,30.78,184.68,0.00,0.00,0.05,9.23,8.95,202.86
ORD-202405-00290,2024-05-02,2024-05-04,2024,Q2,May,Thursday,East,Singapore,Wholesale,Government,T. Vele,Electronics,Tablet,Completed,Credit Card,5,1252.17,6260.85,0.00,0.00,0.05,313.04,34.26,6608.15
ORD-202405-00504,2024-05-02,2024-05-08,2024,Q2,May,Thursday,Central,UAE,Retail,Corporate,S. Raka,Software,Subscription,Completed,Cash,10,242.32,2423.20,0.05,121.16,0.10,230.20,15.47,2547.71
ORD-202405-00519,2024-05-02,2024-05-03,2024,Q2,May,Thursday,West,France,Retail,Government,M. Kila,Electronics,Laptop,Completed,Mobile Pay,11,584.84,6433.24,0.10,643.32,0.10,578.99,32.18,6401.09
ORD-202405-00130,2024-05-03,2024-05-06,2024,Q2,May,Friday,South,Australia,Retail,Corporate,M. Kila,Office Supplies,Notebook,Returned,Bank Transfer,18,9.05,162.90,0.10,16.29,0.10,14.66,44.26,205.53
ORD-202405-00389,2024-05-07,2024-05-11,2024,Q2,May,Tuesday,Central,South Africa,Wholesale,Corporate,M. Kila,Accessories,Keyboard,Completed,Bank Transfer,15,185.67,2785.05,0.02,55.70,0.12,327.52,64.87,3121.74
ORD-202405-00223,2024-05-08,2024-05-14,2024,Q2,May,Wednesday,South,Australia,Retail,Government,P. Kuri,Accessories,Headphones,Completed,Cash,14,119.42,1671.88,0.00,0.00,0.07,117.03,53.93,1842.84
ORD-202405-00224,2024-05-08,2024-05-11,2024,Q2,May,Wednesday,South,New Zealand,Distributor,Corporate,T. Vele,Home,Shelf,Pending,Cash,28,266.89,7472.92,0.00,0.00,0.05,373.65,36.82,7883.39
ORD-202405-00322,2024-05-09,2024-05-23,2024,Q2,May,Thursday,Central,South Africa,Distributor,Small Business,J. Aita,Office Supplies,Pen,Cancelled,Mobile Pay,26,31.26,812.76,0.12,97.53,0.12,85.83,52.65,853.71
ORD-202405-00003,2024-05-10,2024-05-17,2024,Q2,May,Friday,Central,India,Wholesale,Corporate,D. Siroi,Home,Shelf,Completed,Cash,7,66.67,466.69,0.00,0.00,0.07,32.67,9.96,509.32
ORD-202405-00070,2024-05-10,2024-05-11,2024,Q2,May,Friday,East,Philippines,Online,Government,P. Kuri,Accessories,Headphones,Completed,Bank Transfer,12,31.05,372.60,0.05,18.63,0.05,17.70,57.76,429.43
ORD-202405-00052,2024-05-11,2024-05-14,2024,Q2,May,Saturday,Central,India,Wholesale,Corporate,S. Raka,Electronics,Phone,Completed,Credit Card,10,815.76,8157.60,0.12,978.91,0.05,358.93,38.98,7576.60
ORD-202405-00135,2024-05-11,2024-05-14,2024,Q2,May,Saturday,North,Canada,Online,Small Business,P. Kuri,Accessories,Mouse,Completed,Credit Card,4,97.83,391.32,0.15,58.70,0.05,16.63,57.83,407.08
ORD-202405-00216,2024-05-13,2024-05-16,2024,Q2,May,Monday,East,Japan,Distributor,Consumer,S. Raka,Software,Security Suite,Completed,Bank Transfer,10,668.85,6688.50,0.02,133.77,0.05,327.74,61.53,6944.00
ORD-202405-00464,2024-05-13,2024-05-18,2024,Q2,May,Monday,South,New Zealand,Online,Corporate,J. Aita,Office Supplies,Notebook,Completed,Bank Transfer,18,23.53,423.54,0.12,50.82,0.05,18.64,12.05,403.41
ORD-202405-00762,2024-05-14,2024-05-17,2024,Q2,May,Tuesday,West,France,Wholesale,Government,D. Siroi,Software,Support Plan,Completed,Credit Card,10,533.71,5337.10,0.10,533.71,0.10,480.34,51.09,5334.82
ORD-202405-00051,2024-05-16,2024-05-18,2024,Q2,May,Thursday,West,France,Distributor,Consumer,L. Nami,Home,Cabinet,Pending,Credit Card,3,343.86,1031.58,0.00,0.00,0.05,51.58,37.81,1120.97
ORD-202405-00058,2024-05-16,2024-05-18,2024,Q2,May,Thursday,North,Canada,Wholesale,Consumer,S. Raka,Home,Lamp,Completed,Bank Transfer,25,176.73,4418.25,0.02,88.36,0.10,432.99,16.03,4778.91
ORD-202405-00228,2024-05-16,2024-05-19,2024,Q2,May,Thursday,Central,South Africa,Online,Government,P. Kuri,Office Supplies,Pen,Cancelled,Mobile Pay,30,25.89,776.70,0.02,15.53,0.10,76.12,36.26,873.55
ORD-202405-00041,2024-05-17,2024-05-27,2024,Q2,May,Friday,South,Australia,Distributor,Corporate,P. Kuri,Home,Chair,Cancelled,Cash,10,67.16,671.60,0.12,80.59,0.10,59.10,30.82,680.93
ORD-202405-00485,2024-05-18,2024-05-28,2024,Q2,May,Saturday,West,France,Retail,Corporate,L. Nami,Accessories,Mouse,Completed,Credit Card,21,139.99,2939.79,0.15,440.97,0.07,174.92,10.25,2683.99
ORD-202405-00447,2024-05-19,2024-05-24,2024,Q2,May,Sunday,South,New Zealand,Retail,Consumer,S. Raka,Office Supplies,Stapler,Pending,Cash,23,14.14,325.22,0.15,48.78,0.05,13.82,22.06,312.32
ORD-202405-00775,2024-05-24,2024-05-30,2024,Q2,May,Friday,South,Australia,Retail,Consumer,D. Siroi,Home,Chair,Completed,Credit Card,17,335.47,5702.99,0.10,570.30,0.05,256.63,62.92,5452.24
ORD-202405-00334,2024-05-25,2024-06-08,2024,Q2,May,Saturday,North,USA,Wholesale,Small Business,T. Vele,Accessories,Docking Station,Pending,Cash,8,191.49,1531.92,0.10,153.19,0.05,68.94,9.04,1456.71
ORD-202405-00376,2024-05-25,2024-05-27,2024,Q2,May,Saturday,Central,UAE,Retail,Consumer,J. Aita,Home,Lamp,Completed,Bank Transfer,19,192.10,3649.90,0.15,547.49,0.12,372.29,27.50,3502.20
ORD-202405-00552,2024-05-25,2024-06-08,2024,Q2,May,Saturday,East,Singapore,Retail,Consumer,P. Kuri,Home,Chair,Cancelled,Cash,9,384.08,3456.72,0.02,69.13,0.10,338.76,11.08,3737.43
ORD-202405-00739,2024-05-25,2024-05-29,2024,Q2,May,Saturday,West,Germany,Retail,Small Business,J. Aita,Accessories,Docking Station,Pending,Cash,5,76.71,383.55,0.02,7.67,0.10,37.59,38.98,452.45
ORD-202405-00081,2024-05-26,2024-06-02,2024,Q2,May,Sunday,East,Japan,Retail,Consumer,J. Aita,Office Supplies,Paper,Pending,Bank Transfer,28,43.09,1206.52,0.02,24.13,0.12,141.89,9.67,1333.95
ORD-202405-00700,2024-05-26,2024-05-30,2024,Q2,May,Sunday,East,Japan,Distributor,Government,S. Raka,Software,Subscription,Returned,Credit Card,3,993.72,2981.16,0.12,357.74,0.05,131.17,61.96,2816.55
ORD-202405-00069,2024-05-27,2024-05-29,2024,Q2,May,Monday,North,Canada,Distributor,Consumer,T. Vele,Accessories,Webcam,Completed,Credit Card,20,172.35,3447.00,0.10,344.70,0.05,155.12,22.04,3279.46
ORD-202405-00129,2024-05-28,2024-05-30,2024,Q2,May,Tuesday,Central,UAE,Retail,Corporate,P. Kuri,Electronics,Printer,Cancelled,Credit Card,27,1767.55,47723.85,0.08,3817.91,0.07,3073.42,32.63,47011.99
ORD-202405-00663,2024-05-29,2024-06-02,2024,Q2,May,Wednesday,North,Canada,Retail,Small Business,S. Raka,Software,Support Plan,Pending,Bank Transfer,24,1055.82,25339.68,0.15,3800.95,0.07,1507.71,62.41,23108.85
ORD-202405-00263,2024-05-31,2024-06-06,2024,Q2,May,Friday,South,New Zealand,Retail,Consumer,A. Taka,Office Supplies,Paper,Completed,Credit Card,26,28.82,749.32,0.15,112.40,0.07,44.58,14.10,695.60
ORD-202405-00705,2024-05-31,2024-06-02,2024,Q2,May,Friday,West,UK,Wholesale,Small Business,D. Siroi,Accessories,Docking Station,Completed,Bank Transfer,26,65.70,1708.20,0.08,136.66,0.10,157.15,50.87,1779.56
ORD-202406-00146,2024-06-02,2024-06-05,2024,Q2,Jun,Sunday,Central,UAE,Distributor,Government,A. Taka,Electronics,Tablet,Completed,Mobile Pay,14,1401.65,19623.10,0.12,2354.77,0.10,1726.83,13.37,19008.53
ORD-202406-00197,2024-06-02,2024-06-03,2024,Q2,Jun,Sunday,North,Canada,Online,Small Business,M. Kila,Home,Shelf,Pending,Bank Transfer,12,412.24,4946.88,0.02,98.94,0.07,339.36,44.52,5231.82
ORD-202406-00246,2024-06-03,2024-06-08,2024,Q2,Jun,Monday,South,New Zealand,Distributor,Government,S. Raka,Electronics,Printer,Pending,Cash,24,1613.02,38712.48,0.15,5806.87,0.10,3290.56,32.82,36228.99
ORD-202406-00345,2024-06-05,2024-06-08,2024,Q2,Jun,Wednesday,Central,South Africa,Distributor,Consumer,A. Taka,Electronics,Monitor,Cancelled,Bank Transfer,18,993.25,17878.50,0.05,893.93,0.10,1698.46,22.92,18705.95
ORD-202406-00118,2024-06-06,2024-06-13,2024,Q2,Jun,Thursday,East,Philippines,Wholesale,Government,S. Raka,Home,Desk,Completed,Bank Transfer,30,97.92,2937.60,0.05,146.88,0.07,195.35,40.78,3026.85
ORD-202406-00150,2024-06-10,2024-06-12,2024,Q2,Jun,Monday,West,France,Retail,Corporate,P. Kuri,Software,License,Completed,Mobile Pay,6,849.28,5095.68,0.08,407.65,0.05,234.40,24.90,4947.33
ORD-202406-00539,2024-06-11,2024-06-15,2024,Q2,Jun,Tuesday,West,Germany,Retail,Consumer,L. Nami,Software,License,Cancelled,Credit Card,3,429.11,1287.33,0.00,0.00,0.05,64.37,46.65,1398.35
ORD-202406-00124,2024-06-12,2024-06-15,2024,Q2,Jun,Wednesday,South,Australia,Distributor,Consumer,T. Vele,Electronics,Tablet,Pending,Cash,17,1067.69,18150.73,0.08,1452.06,0.07,1168.91,34.19,17901.77
ORD-202406-00143,2024-06-13,2024-06-27,2024,Q2,Jun,Thursday,South,New Zealand,Wholesale,Corporate,S. Raka,Office Supplies,Pen,Pending,Cash,18,13.09,235.62,0.10,23.56,0.12,25.45,13.06,250.57
ORD-202406-00218,2024-06-14,2024-06-16,2024,Q2,Jun,Friday,North,USA,Wholesale,Government,S. Raka,Electronics,Phone,Pending,Mobile Pay,18,1383.38,24900.84,0.15,3735.13,0.10,2116.57,39.17,23321.45
ORD-202406-00361,2024-06-17,2024-06-19,2024,Q2,Jun,Monday,South,New Zealand,Online,Small Business,S. Raka,Software,Security Suite,Completed,Bank Transfer,18,530.66,9551.88,0.15,1432.78,0.12,974.29,64.74,9158.13
ORD-202406-00799,2024-06-17,2024-06-20,2024,Q2,Jun,Monday,Central,South Africa,Distributor,Corporate,L. Nami,Office Supplies,Notebook,Returned,Mobile Pay,4,30.34,121.36,0.02,2.43,0.07,8.33,46.94,174.20
ORD-202406-00384,2024-06-19,2024-06-26,2024,Q2,Jun,Wednesday,West,UK,Distributor,Government,M. Kila,Software,Support Plan,Cancelled,Bank Transfer,22,579.89,12757.58,0.08,1020.61,0.10,1173.70,16.91,12927.58
ORD-202406-00432,2024-06-19,2024-07-03,2024,Q2,Jun,Wednesday,North,USA,Online,Small Business,J. Aita,Electronics,Tablet,Pending,Mobile Pay,16,1534.45,24551.20,0.08,1964.10,0.12,2710.45,11.01,25308.56
ORD-202406-00672,2024-06-19,2024-06-21,2024,Q2,Jun,Wednesday,South,New Zealand,Online,Small Business,M. Kila,Electronics,Tablet,Cancelled,Cash,18,862.24,15520.32,0.10,1552.03,0.07,977.78,60.14,15006.21
ORD-202406-00408,2024-06-20,2024-06-22,2024,Q2,Jun,Thursday,North,USA,Online,Corporate,L. Nami,Electronics,Monitor,Completed,Bank Transfer,12,1454.14,17449.68,0.02,348.99,0.12,2052.08,41.19,19193.96
ORD-202406-00120,2024-06-21,2024-06-25,2024,Q2,Jun,Friday,East,Philippines,Distributor,Corporate,T. Vele,Office Supplies,Paper,Cancelled,Cash,28,27.49,769.72,0.10,76.97,0.10,69.28,34.21,796.24
ORD-202406-00156,2024-06-21,2024-07-05,2024,Q2,Jun,Friday,North,USA,Retail,Consumer,S. Raka,Office Supplies,Notebook,Cancelled,Credit Card,9,18.33,164.97,0.12,19.80,0.05,7.26,25.17,177.60
ORD-202406-00630,2024-06-21,2024-06-27,2024,Q2,Jun,Friday,West,Germany,Retail,Consumer,L. Nami,Home,Desk,Completed,Credit Card,25,226.80,5670.00,0.05,283.50,0.12,646.38,39.85,6072.73
ORD-202406-00102,2024-06-23,2024-06-28,2024,Q2,Jun,Sunday,West,Germany,Online,Small Business,A. Taka,Accessories,Keyboard,Cancelled,Bank Transfer,23,184.82,4250.86,0.15,637.63,0.12,433.59,61.63,4108.45
ORD-202406-00665,2024-06-23,2024-06-28,2024,Q2,Jun,Sunday,West,UK,Retail,Government,M. Kila,Accessories,Mouse,Completed,Mobile Pay,28,13.17,368.76,0.15,55.31,0.12,37.61,18.21,369.27
ORD-202406-00403,2024-06-24,2024-06-29,2024,Q2,Jun,Monday,South,New Zealand,Wholesale,Consumer,A. Taka,Electronics,Monitor,Completed,Credit Card,27,1290.76,34850.52,0.00,0.00,0.10,3485.05,12.46,38348.03
ORD-202406-00782,2024-06-24,2024-06-28,2024,Q2,Jun,Monday,North,USA,Wholesale,Corporate,T. Vele,Office Supplies,Envelope,Pending,Bank Transfer,14,21.09,295.26,0.10,29.53,0.10,26.57,47.53,339.83
ORD-202406-00786,2024-06-24,2024-06-29,2024,Q2,Jun,Monday,East,Japan,Retail,Small Business,L. Nami,Software,Subscription,Pending,Mobile Pay,8,194.17,1553.36,0.08,124.27,0.12,171.49,30.45,1631.03
ORD-202406-00062,2024-06-26,2024-07-03,2024,Q2,Jun,Wednesday,West,Germany,Wholesale,Corporate,A. Taka,Electronics,Monitor,Completed,Mobile Pay,8,223.90,1791.20,0.12,214.94,0.05,78.81,21.86,1676.93
ORD-202406-00480,2024-06-26,2024-06-28,2024,Q2,Jun,Wednesday,West,France,Online,Consumer,M. Kila,Electronics,Printer,Completed,Cash,26,1013.41,26348.66,0.12,3161.84,0.07,1623.08,14.11,24824.01
ORD-202406-00676,2024-06-26,2024-07-02,2024,Q2,Jun,Wednesday,North,USA,Retail,Corporate,D. Siroi,Software,Support Plan,Cancelled,Cash,24,501.55,12037.20,0.05,601.86,0.05,571.77,35.28,12042.39
ORD-202406-00025,2024-06-28,2024-07-01,2024,Q2,Jun,Friday,West,UK,Wholesale,Corporate,M. Kila,Software,License,Completed,Mobile Pay,26,846.04,21997.04,0.15,3299.56,0.07,1308.82,44.67,20050.97
ORD-202406-00764,2024-06-28,2024-07-03,2024,Q2,Jun,Friday,Central,India,Distributor,Government,S. Raka,Electronics,Laptop,Pending,Bank Transfer,6,665.96,3995.76,0.15,599.36,0.10,339.64,38.53,3774.57
ORD-202406-00715,2024-06-29,2024-07-13,2024,Q2,Jun,Saturday,South,Australia,Wholesale,Consumer,L. Nami,Accessories,Mouse,Completed,Cash,27,75.53,2039.31,0.02,40.79,0.12,239.82,43.87,2282.21
ORD-202406-00286,2024-06-30,2024-07-04,2024,Q2,Jun,Sunday,West,France,Distributor,Consumer,M. Kila,Accessories,Docking Station,Completed,Cash,16,15.82,253.12,0.02,5.06,0.12,29.77,45.07,322.90
ORD-202407-00737,2024-07-02,2024-07-05,2024,Q3,Jul,Tuesday,Central,South Africa,Distributor,Corporate,D. Siroi,Accessories,Headphones,Completed,Mobile Pay,25,114.78,2869.50,0.00,0.00,0.12,344.34,13.11,3226.95
ORD-202407-00254,2024-07-03,2024-07-09,2024,Q3,Jul,Wednesday,South,Australia,Online,Consumer,T. Vele,Electronics,Printer,Returned,Mobile Pay,3,1701.01,5103.03,0.10,510.30,0.07,321.49,41.57,4955.79
ORD-202407-00340,2024-07-03,2024-07-08,2024,Q3,Jul,Wednesday,North,USA,Wholesale,Consumer,L. Nami,Home,Cabinet,Returned,Mobile Pay,2,84.56,169.12,0.02,3.38,0.10,16.57,58.59,240.90
ORD-202407-00484,2024-07-04,2024-07-07,2024,Q3,Jul,Thursday,Central,India,Online,Corporate,P. Kuri,Accessories,Docking Station,Completed,Bank Transfer,30,170.67,5120.10,0.08,409.61,0.10,471.05,11.97,5193.51
ORD-202407-00503,2024-07-04,2024-07-07,2024,Q3,Jul,Thursday,North,USA,Online,Government,A. Taka,Software,Add-on,Completed,Mobile Pay,13,479.16,6229.08,0.10,622.91,0.12,672.74,15.68,6294.59
ORD-202407-00591,2024-07-04,2024-07-07,2024,Q3,Jul,Thursday,West,France,Wholesale,Government,M. Kila,Accessories,Headphones,Cancelled,Cash,19,160.25,3044.75,0.10,304.48,0.12,328.83,49.48,3118.58
ORD-202407-00770,2024-07-04,2024-07-11,2024,Q3,Jul,Thursday,Central,South Africa,Wholesale,Consumer,S. Raka,Accessories,Headphones,Completed,Credit Card,5,136.05,680.25,0.15,102.04,0.12,69.39,60.30,707.90
ORD-202407-00272,2024-07-05,2024-07-06,2024,Q3,Jul,Friday,West,UK,Distributor,Consumer,L. Nami,Electronics,Printer,Pending,Cash,16,247.90,3966.40,0.12,475.97,0.12,418.85,61.26,3970.54
ORD-202407-00284,2024-07-05,2024-07-08,2024,Q3,Jul,Friday,South,New Zealand,Wholesale,Consumer,M. Kila,Home,Shelf,Completed,Bank Transfer,2,312.80,625.60,0.15,93.84,0.10,53.18,22.45,607.39
ORD-202407-00179,2024-07-06,2024-07-11,2024,Q3,Jul,Saturday,North,USA,Distributor,Consumer,A. Taka,Home,Shelf,Pending,Cash,1,291.58,291.58,0.08,23.33,0.07,18.78,47.77,334.80
ORD-202407-00522,2024-07-07,2024-07-17,2024,Q3,Jul,Sunday,North,USA,Online,Corporate,J. Aita,Accessories,Mouse,Completed,Bank Transfer,26,159.25,4140.50,0.10,414.05,0.05,186.32,23.27,3936.04
ORD-202407-00704,2024-07-07,2024-07-21,2024,Q3,Jul,Sunday,North,Canada,Distributor,Corporate,J. Aita,Software,Support Plan,Completed,Cash,1,773.67,773.67,0.05,38.68,0.10,73.50,31.36,839.85
ORD-202407-00268,2024-07-09,2024-07-14,2024,Q3,Jul,Tuesday,South,New Zealand,Distributor,Small Business,A. Taka,Accessories,Mouse,Returned,Bank Transfer,10,87.41,874.10,0.15,131.12,0.05,37.15,55.93,836.06
ORD-202407-00326,2024-07-09,2024-07-11,2024,Q3,Jul,Tuesday,South,Australia,Wholesale,Small Business,L. Nami,Office Supplies,Notebook,Completed,Cash,22,11.79,259.38,0.05,12.97,0.12,29.57,18.78,294.76
ORD-202407-00084,2024-07-10,2024-07-15,2024,Q3,Jul,Wednesday,West,UK,Retail,Small Business,M. Kila,Accessories,Headphones,Completed,Credit Card,22,189.30,4164.60,0.12,499.75,0.12,439.78,11.74,4116.37
ORD-202407-00417,2024-07-10,2024-07-15,2024,Q3,Jul,Wednesday,South,Australia,Wholesale,Consumer,A. Taka,Accessories,Webcam,Completed,Credit Card,19,42.49,807.31,0.05,40.37,0.07,53.69,29.02,849.65
ORD-202407-00502,2024-07-10,2024-07-14,2024,Q3,Jul,Wednesday,Central,South Africa,Retail,Corporate,P. Kuri,Office Supplies,Notebook,Pending,Credit Card,19,20.24,384.56,0.02,7.69,0.07,26.38,34.12,437.37
ORD-202407-00671,2024-07-11,2024-07-17,2024,Q3,Jul,Thursday,Central,South Africa,Wholesale,Consumer,D. Siroi,Office Supplies,Stapler,Cancelled,Cash,18,13.97,251.46,0.02,5.03,0.07,17.25,27.22,290.90
ORD-202407-00061,2024-07-12,2024-07-16,2024,Q3,Jul,Friday,North,Canada,Distributor,Government,T. Vele,Office Supplies,Stapler,Completed,Credit Card,17,11.00,187.00,0.15,28.05,0.10,15.89,16.90,191.74
ORD-202407-00561,2024-07-12,2024-07-15,2024,Q3,Jul,Friday,Central,India,Online,Consumer,J. Aita,Home,Lamp,Completed,Credit Card,16,159.88,2558.08,0.05,127.90,0.05,121.51,13.26,2564.95
ORD-202407-00795,2024-07-13,2024-07-17,2024,Q3,Jul,Saturday,North,Canada,Distributor,Corporate,L. Nami,Electronics,Phone,Pending,Bank Transfer,9,467.24,4205.16,0.05,210.26,0.10,399.49,41.62,4436.01
